#,New,Old,Radical,Strokes,Grade,Year added,English meaning,Readings
410,強,,弓,11,2,,strong,"キョウ、ゴウ、つよ-い、つよ-まる、つよ-める、し-いるkyō, gō, tsuyo-i, tsuyo-maru, tsuyo-meru, shi-iru"
411,教,,攴,11,2,,teach,"キョウ、おし-える、おそ-わるkyō, oshi-eru, oso-waru"
412,郷,鄕,邑,11,6,,home town,"キョウ、ゴウkyō, gō"
413,境,,土,14,5,,boundary,"キョウ、（ケイ）、さかいkyō, (kei), sakai"
414,橋,,木,16,3,,bridge,"キョウ、はしkyō, hashi"
415,矯,,矢,17,S,1981,rectify,"キョウ、た-めるkyō, ta-meru"
416,鏡,,金,19,4,,mirror,"キョウ、かがみkyō, kagami"
417,競,,立,20,4,,compete,"キョウ、ケイ、きそ-う、せ-るkyō, kei, kiso-u, se-ru"
418,響,響 [4],音,20,S,,echo,"キョウ、ひび-くkyō, hibi-ku"
419,驚,,馬,22,S,,wonder,"キョウ、おどろ-く、おどろ-かすkyō, odoro-ku, odoro-kasu"
420,仰,,人,6,S,,face-up,"ギョウ、（コウ）、あお-ぐ、おお-せgyō, (kō), ao-gu, oo-se"
421,暁,曉,日,12,S,,daybreak,"ギョウ、あかつきgyō, akatsuki"
422,業,,木,13,3,,business,"ギョウ、ゴウ、わざgyō, gō, waza"
423,凝,,冫,16,S,,congeal,"ギョウ、こ-る、こ-らすgyō, ko-ru, ko-rasu"
424,曲,,曰,6,3,,musical composition,"キョク、ま-がる、ま-げるkyoku, ma-garu, ma-geru"
425,局,,尸,7,3,,office,キョクkyoku
426,極,,木,12,4,,poles,"キョク、ゴク、きわ-める、きわ-まる、きわ-みkyoku, goku, kiwa-meru, kiwa-maru, kiwa-mi"
427,玉,,玉,5,1,,ball,"ギョク、たまgyoku, tama"
428,巾,,巾,3,S,2010,towel,キンkin
429,斤,,斤,4,S,,axe,キンkin
430,均,,土,7,5,,level,キンkin
431,近,,辵,7,2,,near,"キン、ちか-いkin, chika-i"
432,金,,金,8,1,,gold,"キン、コン、かね、（かな）kin, kon, kane, (kana)"
433,菌,,艸,11,S,,germ,キンkin
434,勤,勤 [4],力,12,6,,diligence,"キン、（ゴン）、つと-める、つと-まるkin, (gon), tsuto-meru, tsuto-maru"
435,琴,,玉,12,S,,harp,"キン、ことkin, koto"
436,筋,,竹,12,6,,muscle,"キン、すじkin, suji"
437,僅 [7],,人,13,S,2010,a wee bit,"キン、わず-かkin, wazu-ka"
438,禁,,示,13,5,,prohibition,キンkin
439,緊,,糸,15,S,,tense,キンkin
440,錦,,金,16,S,2010,brocade,"キン、にしきkin, nishiki"
441,謹,謹 [4],言,17,S,,discreet,"キン、つつし-むkin, tsutsushi-mu"
442,襟,,衣,18,S,1981,collar,"キン、えりkin, eri"
443,吟,,口,7,S,,versify,ギンgin
444,銀,,金,14,3,,silver,ギンgin
445,区,區,匸,4,3,,ward,クku
446,句,,口,5,5,,phrase,クku
447,苦,,艸,8,3,,suffer,"ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-るku, kuru-shii, kuru-shimu, kuru-shimeru, niga-i, niga-ru"
448,駆,驅,馬,14,S,,drive,"ク、か-ける、か-るku, ka-keru, ka-ru"
449,具,,八,8,3,,tool,グgu
450,惧,,心,11,S,2010,dread,グgu
451,愚,,心,13,S,,foolish,"グ、おろ-かgu, oro-ka"
452,空,,穴,8,1,,sky,"クウ、そら、あ-く、あ-ける、からkū, sora, a-ku, a-keru, kara"
453,偶,,人,11,S,,accidentally,グウgū
454,遇,,辵,12,S,,interview,グウgū
455,隅,,阜,12,S,1981,corner,"グウ、すみgū, sumi"
456,串,,丨,7,S,2010,skewer,くしkushi
457,屈,,尸,8,S,,yield,クツkutsu
458,掘,,手,11,S,,dig,"クツ、ほ-るkutsu, ho-ru"
459,窟,,穴,13,S,2010,cavern,クツkutsu
460,熊,,火,14,S,2010,bear,くまkuma
461,繰,,糸,19,S,,winding,く-るku-ru
462,君,,口,7,3,,you,"クン、きみkun, kimi"
463,訓,,言,10,4,,instruction,クンkun
464,勲,勳,力,15,S,,meritorious deed,クンkun
465,薫,薰,艸,16,S,,fragrant,"クン、かお-るkun, kao-ru"
466,軍,,車,9,4,,army,グンgun
467,郡,,邑,10,4,,county,グンgun
468,群,,羊,13,5,,flock,"グン、む-れる、む-れ、（むら）gun, mu-reru, mu-re, (mura)"
469,兄,,儿,5,2,,older brother,"ケイ、（キョウ）、あにkei, (kyō), ani"
470,刑,,刀,6,S,,punish,ケイkei
471,形,,彡,7,2,,shape,"ケイ、ギョウ、かた、かたちkei, gyō, kata, katachi"
472,系,,糸,7,6,,lineage,ケイkei
473,径,徑,彳,8,4,,diameter,ケイkei
474,茎,莖,艸,8,S,,stalk,"ケイ、くきkei, kuki"
475,係,,人,9,3,,person in charge,"ケイ、かか-る、かかりkei, kaka-ru, kakari"
476,型,,土,9,4,,model,"ケイ、かたkei, kata"
477,契,,大,9,S,,pledge,"ケイ、ちぎ-るkei, chigi-ru"
478,計,,言,9,2,,measure,"ケイ、はか-る、はか-らうkei, haka-ru, haka-rau"
479,恵,惠,心,10,S,,favor,"ケイ、エ、めぐ-むkei, e, megu-mu"
480,啓,,口,11,S,,disclose,ケイkei
481,掲,揭,手,11,S,,put up (a notice),"ケイ、かか-げるkei, kaka-geru"
482,渓,溪,水,11,S,1981,mountain stream,ケイkei
483,経,經,糸,11,5,,manage,"ケイ、キョウ、へ-るkei, kyō, he-ru"
484,蛍,螢,虫,11,S,1981,lightning-bug,"ケイ、ほたるkei, hotaru"
485,敬,,攴,12,6,,respect,"ケイ、うやま-うkei, uyama-u"
486,景,,日,12,4,,scenery,ケイkei
487,軽,輕,車,12,3,,light,"ケイ、かる-い、かろ-やかkei, karu-i, karo-yaka"
488,傾,,人,13,S,,lean,"ケイ、かたむ-く、かたむ-けるkei, katamu-ku, katamu-keru"
489,携,,手,13,S,,portable,"ケイ、たずさ-える、たずさ-わるkei, tazusa-eru, tazusa-waru"
490,継,繼,糸,13,S,,inherit,"ケイ、つ-ぐkei, tsu-gu"
491,詣,,言,13,S,2010,visit a temple,"ケイ、もう-でるkei, mō-deru"
492,慶,,心,15,S,,jubilation,ケイkei
493,憬,,心,15,S,2010,long for,ケイkei
494,稽,,禾,15,S,2010,consider,ケイkei
495,憩,,心,16,S,,recess,"ケイ、いこ-い、いこ-うkei, iko-i, iko-u"
496,警,,言,19,6,,guard against,ケイkei
497,鶏,鷄,鳥,19,S,,chicken,"ケイ、にわとりkei, niwatori"
498,芸,藝,艸,7,4,,art,ゲイgei
499,迎,,辵,7,S,,welcome,"ゲイ、むか-えるgei, muka-eru"
500,鯨,,魚,19,S,,whale,"ゲイ、くじらgei, kujira"
501,隙,,阜,13,S,2010,fissure,"ゲキ、すきgeki, suki"
502,劇,,刀,15,6,,drama,ゲキgeki
503,撃,擊,手,15,S,,beat,"ゲキ、う-つgeki, u-tsu"
504,激,,水,16,6,,violent,"ゲキ、はげ-しいgeki, hage-shii"
505,桁,,木,10,S,2010,beam,けたketa
506,欠,缺,缶,4,4,,lack,"ケツ、か-ける、か-くketsu, ka-keru, ka-ku"
507,穴,,穴,5,6,,hole,"ケツ、あなketsu, ana"
508,血,,血,6,3,,blood,"ケツ、ちketsu, chi"
509,決,,水,7,3,,decide,"ケツ、き-める、き-まるketsu, ki-meru, ki-maru"
510,結,,糸,12,4,,tie,"ケツ、むす-ぶ、ゆ-う、ゆ-わえるketsu, musu-bu, yu-u, yu-waeru"
511,傑,,人,13,S,,greatness,ケツketsu
512,潔,,水,15,5,,undefiled,"ケツ、いさぎよ-いketsu, isagiyo-i"
513,月,,月,4,1,,"month, moon","ゲツ、ガツ、つきgetsu, gatsu, tsuki"
514,犬,,犬,4,1,,dog,"ケン、いぬken, inu"
515,件,,人,6,5,,affair,ケンken
516,見,,見,7,1,,see,"ケン、み-る、み-える、み-せるken, mi-ru, mi-eru, mi-seru"
517,券,,刀,8,5,,ticket,ケンken
518,肩,,肉,8,S,,shoulder,"ケン、かたken, kata"
519,建,,廴,9,4,,build,"ケン、（コン）、た-てる、た-つken, (kon), ta-teru, ta-tsu"
520,研,硏,石,9,3,,sharpen,"ケン、と-ぐken, to-gu"
521,県,縣,糸,9,3,,prefecture,ケンken
522,倹,儉,人,10,S,,frugal,ケンken
523,兼,,八,10,S,,concurrently,"ケン、か-ねるken, ka-neru"
524,剣,劍,刀,10,S,,sabre,"ケン、つるぎken, tsurugi"
525,拳,,手,10,S,2010,fist,"ケン、こぶしken, kobushi"
526,軒,,車,10,S,,flats,"ケン、のきken, noki"
527,健,,人,11,4,,healthy,"ケン、すこ-やかken, suko-yaka"
528,険,險,阜,11,5,,precipitous,"ケン、けわ-しいken, kewa-shii"
529,圏,圈,囗,12,S,,sphere,ケンken
530,堅,,土,12,S,,strict,"ケン、かた-いken, kata-i"
531,検,檢,木,12,5,,examine,ケンken
532,嫌,,女,13,S,1981,dislike,"ケン、（ゲン）、きら-う、いやken, (gen), kira-u, iya"
533,献,獻,犬,13,S,,offering,"ケン、（コン）ken, (kon)"
534,絹,,糸,13,6,,silk,"ケン、きぬken, kinu"
535,遣,,辵,13,S,,dispatch,"ケン、つか-う、つか-わすken, tsuka-u, tsuka-wasu"
536,権,權,木,15,6,,rights,"ケン、（ゴン）ken, (gon)"
537,憲,,心,16,6,,constitution,ケンken
538,賢,,貝,16,S,,intelligent,"ケン、かしこ-いken, kashiko-i"
539,謙,,言,17,S,,self-effacing,ケンken
540,鍵,,金,17,S,2010,key,"ケン、かぎken, kagi"
541,繭,,糸,18,S,,cocoon,"ケン、まゆken, mayu"
542,顕,顯,頁,18,S,,appear,ケンken
543,験,驗,馬,18,4,,test,"ケン、（ゲン）ken, (gen)"
544,懸,,心,20,S,,suspend,"ケン、（ケ）、か-ける、か-かるken, (ke), ka-keru, ka-karu"
545,元,,儿,4,2,,origin,"ゲン、ガン、もとgen, gan, moto"
546,幻,,幺,4,S,,phantasm,"ゲン、まぼろしgen, maboroshi"
547,玄,,玄,5,S,,mysterious,ゲンgen
548,言,,言,7,2,,say,"ゲン、ゴン、い-う、ことgen, gon, i-u, koto"
549,弦,,弓,8,S,,bowstring,"ゲン、つるgen, tsuru"
550,限,,阜,9,5,,limit,"ゲン、かぎ-るgen, kagi-ru"
551,原,,厂,10,2,,field,"ゲン、はらgen, hara"
552,現,,玉,11,5,,appear,"ゲン、あらわ-れる、あらわ-すgen, arawa-reru, arawa-su"
553,舷,,舟,11,S,2010,gunwale,ゲンgen
554,減,,水,12,5,,decrease,"ゲン、へ-る、へ-らすgen, he-ru, he-rasu"
555,源,,水,13,6,,origin,"ゲン、みなもとgen, minamoto"
556,厳,嚴,口,17,6,,strict,"ゲン、（ゴン）、おごそ-か、きび-しいgen, (gon), ogoso-ka, kibi-shii"
557,己,,己,3,6,,self,"コ、キ、おのれko, ki, onore"
558,戸,,戶,4,2,,door,"コ、とko, to"
559,古,,口,5,2,,old,"コ、ふる-い、ふる-すko, furu-i, furu-su"
560,呼,,口,8,6,,call,"コ、よ-ぶko, yo-bu"
561,固,,囗,8,4,,hard,"コ、かた-める、かた-まる、かた-いko, kata-meru, kata-maru, kata-i"
562,股,,肉,8,S,2010,crotch,"コ、またko, mata"
563,虎,,虍,8,S,2010,tiger,"コ、とらko, tora"
564,孤,,子,9,S,,orphan,コko
565,弧,,弓,9,S,,arc,コko
566,故,,攴,9,5,,circumstances,"コ、ゆえko, yue"
567,枯,,木,9,S,,wither,"コ、か-れる、か-らすko, ka-reru, ka-rasu"
568,個,,人,10,5,,individual,コko
569,庫,,广,10,3,,warehouse,"コ、（ク）ko, (ku)"
570,湖,,水,12,3,,lake,"コ、みずうみko, mizūmi"
571,雇,,隹,12,S,,employ,"コ、やと-うko, yato-u"
572,誇,,言,13,S,,boast,"コ、ほこ-るko, hoko-ru"
573,鼓,,鼓,13,S,,drum,"コ、つづみko, tsuzumi"
574,錮,,金,16,S,2010,tie up,コko
575,顧,,頁,21,S,,look back,"コ、かえり-みるko, kaeri-miru"
576,五,,二,4,1,,five,"ゴ、いつ、いつ-つgo, itsu, itsu-tsu"
577,互,,二,4,S,,mutually,"ゴ、たが-いgo, taga-i"
578,午,,十,4,2,,noon,ゴgo
579,呉,,口,7,S,,give,ゴgo
580,後,,彳,9,2,,behind,"ゴ、コウ、のち、うし-ろ、あと、おく-れるgo, kō, nochi, ushi-ro, ato, oku-reru"
581,娯,,女,10,S,,recreation,ゴgo
582,悟,,心,10,S,,enlightenment,"ゴ、さと-るgo, sato-ru"
583,碁,,石,13,S,,Go,ゴgo
584,語,,言,14,2,,language,"ゴ、かた-る、かた-らうgo, kata-ru, kata-rau"
585,誤,,言,14,6,,mistake,"ゴ、あやま-るgo, ayama-ru"
586,護,,言,20,5,,safeguard,ゴgo
587,口,,口,3,1,,mouth,"コウ、ク、くちkō, ku, kuchi"
588,工,,工,3,2,,craft,"コウ、クkō, ku"
589,公,,八,4,2,,public,"コウ、おおやけkō, ooyake"
590,勾,,勹,4,S,2010,capture,コウkō
591,孔,,子,4,S,,cavity,コウkō
592,功,,力,5,4,,achievement,"コウ、（ク）kō, (ku)"
593,巧,,工,5,S,,adroit,"コウ、たく-みkō, taku-mi"
594,広,廣,广,5,2,,wide,"コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げるkō, hiro-i, hiro-maru, hiro-meru, hiro-garu, hiro-geru"
595,甲,,田,5,S,,armor,"コウ、カンkō, kan"
596,交,,亠,6,2,,mix,"コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わすkō, maji-waru, maji-eru, ma-jiru, ma-zaru, ma-zeru, ka-u, ka-wasu"
597,光,,儿,6,2,,ray,"コウ、ひか-る、ひかりkō, hika-ru, hikari"
598,向,,口,6,3,,over there,"コウ、む-く、む-ける、む-かう、む-こうkō, mu-ku, mu-keru, mu-kau, mu-kō"
599,后,,口,6,6,,empress,コウkō
600,好,,女,6,4,,like,"コウ、この-む、す-くkō, kono-mu, su-ku"
601,江,,水,6,S,,inlet,"コウ、えkō, e"
602,考,,老,6,2,,think,"コウ、かんが-えるkō, kanga-eru"
603,行,,行,6,2,,go,"コウ、ギョウ、（アン）、い-く、ゆ-く、おこな-うkō, gyō, (an), i-ku, yu-ku, okona-u"
604,坑,,土,7,S,,pit,コウkō
605,孝,,子,7,6,,filial piety,コウkō
606,抗,,手,7,S,,confront,コウkō
607,攻,,攴,7,S,,aggression,"コウ、せ-めるkō, se-meru"
608,更,,曰,7,S,,grow late,"コウ、さら、ふ-ける、ふ-かすkō, sara, fu-keru, fu-kasu"
609,効,效,力,8,5,,effect,"コウ、き-くkō, ki-ku"
610,幸,,干,8,3,,happiness,"コウ、さいわ-い、さち、しあわ-せkō, saiwa-i, sachi, shiawa-se"
611,拘,,手,8,S,,arrest,コウkō
612,肯,,肉,8,S,,agreement,コウkō
613,侯,,人,9,S,,marquis,コウkō
614,厚,,厂,9,5,,thick,"コウ、あつ-いkō, atsu-i"
615,恒,恆,心,9,S,,constancy,コウkō
616,洪,,水,9,S,1981,deluge,コウkō
617,皇,,白,9,6,,emperor,"コウ、オウkō, ō"
618,紅,,糸,9,6,,deep red,"コウ、（ク）、べに、くれないkō, (ku), beni, kurenai"
619,荒,,艸,9,S,,laid waste,"コウ、あら-い、あ-れる、あ-らすkō, ara-i, a-reru, a-rasu"
620,郊,,邑,9,S,,outskirts,コウkō
621,香,,香,9,S,,incense,"コウ、（キョウ）、か、かお-り、かお-るkō, (kyō), ka, kao-ri, kao-ru"
622,候,,人,10,4,,climate,"コウ、そうろうkō, sōrō"
623,校,,木,10,1,,school,コウkō
624,耕,,耒,10,5,,till,"コウ、たがや-すkō, tagaya-su"
625,航,,舟,10,4,,cruise,コウkō
626,貢,,貝,10,S,,tribute,"コウ、（ク）、みつ-ぐkō, (ku), mitsu-gu"
627,降,,阜,10,6,,descend,"コウ、お-りる、お-ろす、ふ-るkō, o-riru, o-rosu, fu-ru"
628,高,,高,10,2,,"tall, expensive","コウ、たか-い、たか、たか-まる、たか-めるkō, taka-i, taka, taka-maru, taka-meru"
629,康,,广,11,4,,health,コウkō
630,控,,手,11,S,,withdraw,"コウ、ひか-えるkō, hika-eru"
631,梗,,木,11,S,2010,close up,コウkō
632,黄,黃,黃,11,2,,yellow,"コウ、オウ、き、（こ）kō, ō, ki, (ko)"
633,喉,,口,12,S,2010,throat,"コウ、のどkō, nodo"
634,慌,,心,12,S,,disconcerted,"コウ、あわ-てる、あわ-ただしいkō, awa-teru, awa-tadashii"
635,港,,水,12,3,,harbor,"コウ、みなとkō, minato"
636,硬,,石,12,S,,stiff,"コウ、かた-いkō, kata-i"
637,絞,,糸,12,S,,strangle,"コウ、しぼ-る、し-める、し-まるkō, shibo-ru, shi-meru, shi-maru"
638,項,,頁,12,S,,paragraph,コウkō
639,溝,,水,13,S,1981,gutter,"コウ、みぞkō, mizo"
640,鉱,鑛,金,13,5,,mineral,コウkō
641,構,,木,14,5,,construct,"コウ、かま-える、かま-うkō, kama-eru, kama-u"
642,綱,,糸,14,S,,hawser,"コウ、つなkō, tsuna"
643,酵,,酉,14,S,,fermentation,コウkō
644,稿,,禾,15,S,,draft,コウkō
645,興,,臼,16,5,,entertain,"コウ、キョウ、おこ-る、おこ-すkō, kyō, oko-ru, oko-su"
646,衡,,行,16,S,,equilibrium,コウkō
647,鋼,,金,16,6,,steel,"コウ、はがねkō, hagane"
648,講,,言,17,5,,lecture,コウkō
649,購,,貝,17,S,,subscription,コウkō
650,乞,,乙,3,S,2010,beg,こ-うko-u
651,号,號,虍,5,3,,number,ゴウgō
652,合,,口,6,2,,fit,"ゴウ、ガッ、（カッ）、あ-う、あ-わす、あ-わせるgō, ga', (ka'), a-u, a-wasu, a-waseru"
653,拷,,手,9,S,,torture,ゴウgō
654,剛,,刀,10,S,,sturdy,ゴウgō
655,傲,,人,13,S,2010,be proud,ゴウgō
656,豪,,豕,14,S,,overpowering,ゴウgō
657,克,,儿,7,S,,overcome,コクkoku
658,告,,口,7,4,,tell,"コク、つ-げるkoku, tsu-geru"
659,谷,,谷,7,2,,valley,"コク、たにkoku, tani"
660,刻,,刀,8,6,,engrave,"コク、きざ-むkoku, kiza-mu"
661,国,國,囗,8,2,,country,"コク、くにkoku, kuni"
662,黒,黑,黑,11,2,,black,"コク、くろ、くろ-いkoku, kuro, kuro-i"
663,穀,穀 [4],禾,14,6,,cereals,コクkoku
664,酷,,酉,14,S,,cruel,コクkoku
665,獄,,犬,14,S,,prison,ゴクgoku
666,骨,,骨,10,6,,bone,"コツ、ほねkotsu, hone"
667,駒,,馬,15,S,2010,horse,こまkoma
668,込,,辵,5,S,,crowded,"こ-む、こ-めるko-mu, ko-meru"
669,頃,,頁,11,S,2010,times,ころkoro
670,今,,人,4,2,,now,"コン、キン、いまkon, kin, ima"
671,困,,囗,7,6,,become distressed,"コン、こま-るkon, koma-ru"
672,昆,,日,8,S,1981,descendants,コンkon
673,恨,,心,9,S,,rancor,"コン、うら-む、うら-めしいkon, ura-mu, ura-meshii"
674,根,,木,10,3,,root,"コン、ねkon, ne"
675,婚,,女,11,S,,marriage,コンkon
676,混,,水,11,5,,mix,"コン、ま-じる、ま-ざる、ま-ぜる、こ-むkon, ma-jiru, ma-zaru, ma-zeru, ko-mu"
677,痕,,疒,11,S,2010,mark,"コン、あとkon, ato"
678,紺,,糸,11,S,,dark blue,コンkon
679,魂,,鬼,14,S,,soul,"コン、たましいkon, tamashii"
680,墾,,土,16,S,,ground-breaking,コンkon
681,懇,,心,17,S,,sociable,"コン、ねんご-ろkon, nengo-ro"
682,左,,工,5,1,,left (direction),"サ、ひだりsa, hidari"
683,佐,,人,7,S,,help,サsa
684,沙,,水,7,S,2010,sand,サsa
685,査,,木,9,5,,investigate,サsa
686,砂,,石,9,6,,sand,"サ、シャ、すなsa, sha, suna"
687,唆,,口,10,S,,tempt,"サ、そそのか-すsa, sosonoka-su"
688,差,,工,10,4,,distinction,"サ、さ-すsa, sa-su"
689,詐,,言,12,S,,lie,サsa
690,鎖,,金,18,S,,chain,"サ、くさりsa, kusari"
691,座,,广,10,6,,sit,"ザ、すわ-るza, suwa-ru"
692,挫,,手,10,S,2010,sprain,ザza
693,才,,手,3,2,,genius,サイsai
694,再,,冂,6,5,,again,"サイ、（サ）、ふたた-びsai, (sa), futata-bi"
695,災,,火,7,5,,disaster,"サイ、わざわ-いsai, wazawa-i"
696,妻,,女,8,5,,wife,"サイ、つまsai, tsuma"
697,采,,釆,8,S,2010,form,サイsai
698,砕,碎,石,9,S,,smash,"サイ、くだ-く、くだ-けるsai, kuda-ku, kuda-keru"
699,宰,,宀,10,S,,superintend,サイsai
700,栽,,木,10,S,,plantation,サイsai
701,彩,,彡,11,S,,coloring,"サイ、いろど-るsai, irodo-ru"
702,採,,手,11,5,,pick,"サイ、と-るsai, to-ru"
703,済,濟,水,11,6,,settle,"サイ、す-む、す-ますsai, su-mu, su-masu"
704,祭,,示,11,3,,festival,"サイ、まつ-る、まつ-りsai, matsu-ru, matsu-ri"
705,斎,齋,齊,11,S,,purification,サイsai
706,細,,糸,11,2,,thin,"サイ、ほそ-い、ほそ-る、こま-か、こま-かいsai, hoso-i, hoso-ru, koma-ka, koma-kai"
707,菜,,艸,11,4,,vegetable,"サイ、なsai, na"
708,最,,曰,12,4,,most,"サイ、もっと-もsai, motto-mo"
709,裁,,衣,12,6,,judge,"サイ、た-つ、さば-くsai, ta-tsu, saba-ku"
710,債,,人,13,S,,bond,サイsai
711,催,,人,13,S,,sponsor,"サイ、もよお-すsai, moyoo-su"
712,塞,,土,13,S,2010,obstruct,"サイ、ソク、ふさ-ぐ、ふさ-がるsai, soku, fusa-gu, fusa-garu"
713,歳,,止,13,S,,year-end,"サイ、（セイ）sai, (sei)"
714,載,,車,13,S,,ride,"サイ、の-せる、の-るsai, no-seru, no-ru"
715,際,,阜,14,5,,occasion,"サイ、きわsai, kiwa"
716,埼,,土,11,S,2010,cape (geography),（さい）[6](sai)
717,在,,土,6,5,,exist,"ザイ、あ-るzai, a-ru"
718,材,,木,7,4,,lumber,ザイzai
719,剤,劑,刀,10,S,,dose,ザイzai
720,財,,貝,10,5,,wealth,"ザイ、（サイ）zai, (sai)"
721,罪,,网,13,5,,guilt,"ザイ、つみzai, tsumi"
722,崎,,山,11,S,1981,promontory,さきsaki
723,作,,人,7,2,,make,"サク、サ、つく-るsaku, sa, tsuku-ru"
724,削,,刀,9,S,,plane,"サク、けず-るsaku, kezu-ru"
725,昨,,日,9,4,,previous,サクsaku
726,柵,,木,9,S,2010,fence,サクsaku
727,索,,糸,10,S,,cord,サクsaku
728,策,,竹,12,6,,scheme,サクsaku
729,酢,,酉,12,S,,vinegar,"サク、すsaku, su"
730,搾,,手,13,S,,squeeze,"サク、しぼ-るsaku, shibo-ru"
731,錯,,金,16,S,,confused,サクsaku
732,咲,,口,9,S,,blossom,さ-くsa-ku
733,冊,,冂,5,6,,counter for books,"サツ、サクsatsu, saku"
734,札,,木,5,4,,tag,"サツ、ふだsatsu, fuda"
735,刷,,刀,8,4,,printing,"サツ、す-るsatsu, su-ru"
736,刹,,刀,8,S,2010,temple,"サツ、セツsatsu, setsu"
737,拶,,手,9,S,2010,be imminent,サツsatsu
738,殺,殺 [4],殳,10,4,,kill,"サツ、（サイ）、（セツ）、ころ-すsatsu, (sai), (setsu), koro-su"
739,察,,宀,14,4,,guess,サツsatsu
740,撮,,手,15,S,,snapshot,"サツ、と-るsatsu, to-ru"
741,擦,,手,17,S,,grate,"サツ、す-る、す-れるsatsu, su-ru, su-reru"
742,雑,雜,隹,14,5,,miscellaneous,"ザツ、ゾウzatsu, zō"
743,皿,,皿,5,3,1981,dish,さらsara
744,三,,一,3,1,,three,"サン、み、み-つ、みっ-つsan, mi, mi-tsu, mi'-tsu"
745,山,,山,3,1,,mountain,"サン、やまsan, yama"
746,参,參,厶,8,4,,participate,"サン、まい-るsan, mai-ru"
747,桟,棧,木,10,S,1981,scaffold,サンsan
748,蚕,蠶,虫,10,6,,silkworm,"サン、かいこsan, kaiko"
749,惨,慘,心,11,S,,wretched,"サン、ザン、みじ-めsan, zan, miji-me"
750,産,,生,11,4,,give birth,"サン、う-む、う-まれる、うぶsan, u-mu, u-mareru, ubu"
751,傘,,人,12,S,1981,umbrella,"サン、かさsan, kasa"
752,散,,攴,12,4,,scatter,"サン、ち-る、ち-らす、ち-らかす、ち-らかるsan, chi-ru, chi-rasu, chi-rakasu, chi-rakaru"
753,算,,竹,14,2,,calculate,サンsan
754,酸,,酉,14,5,,acid,"サン、す-いsan, su-i"
755,賛,贊,貝,15,5,,approve,サンsan
756,残,殘,歹,10,4,,remainder,"ザン、のこ-る、のこ-すzan, noko-ru, noko-su"
757,斬,,斤,11,S,2010,kill by slicing,"ザン、き-るzan, ki-ru"
758,暫,,日,15,S,,temporarily,ザンzan
759,士,,士,3,4,,gentleman,シshi
760,子,,子,3,1,,child,"シ、ス、こshi, su, ko"
761,支,,支,4,5,,branch,"シ、ささ-えるshi, sasa-eru"
762,止,,止,4,2,,stop,"シ、と-まる、と-めるshi, to-maru, to-meru"
763,氏,,氏,4,4,,family name,"シ、うじshi, uji"
764,仕,,人,5,3,,do,"シ、（ジ）、つか-えるshi, (ji), tsuka-eru"
765,史,,口,5,4,,history,シshi
766,司,,口,5,4,,director,シshi
767,四,,囗,5,1,,four,"シ、よ、よ-つ、よっ-つ、よんshi, yo, yo-tsu, yo'-tsu, yon"
768,市,,巾,5,2,,market,"シ、いちshi, ichi"
769,矢,,矢,5,2,,arrow,"シ、やshi, ya"
770,旨,,日,6,S,,delicious,"シ、むねshi, mune"
771,死,,歹,6,3,,death,"シ、し-ぬshi, shi-nu"
772,糸,絲,糸,6,1,,thread,"シ、いとshi, ito"
773,至,,至,6,6,,climax,"シ、いた-るshi, ita-ru"
774,伺,,人,7,S,,pay respects,"シ、うかが-うshi, ukaga-u"
775,志,,心,7,5,,intention,"シ、こころざ-す、こころざしshi, kokoroza-su, kokorozashi"
776,私,,禾,7,6,,me,"シ、わたくし、わたしshi, watakushi, watashi"
777,使,,人,8,3,,use,"シ、つか-うshi, tsuka-u"
778,刺,,刀,8,S,,thorn,"シ、さ-す、さ-さるshi, sa-su, sa-saru"
779,始,,女,8,3,,begin,"シ、はじ-める、はじ-まるshi, haji-meru, haji-maru"
780,姉,,女,8,2,,older sister,"シ、あねshi, ane"
781,枝,,木,8,5,,branch,"シ、えだshi, eda"
782,祉,祉 [4],示,8,S,,welfare,シshi
783,肢,,肉,8,S,1981,limb,シshi
784,姿,,女,9,6,,figure,"シ、すがたshi, sugata"
785,思,,心,9,2,,think,"シ、おも-うshi, omo-u"
786,指,,手,9,3,,finger,"シ、ゆび、さ-すshi, yubi, sa-su"
787,施,,方,9,S,,carry out,"シ、セ、ほどこ-すshi, se, hodoko-su"
788,師,,巾,10,5,,expert,シshi
789,恣,,心,10,S,2010,selfish,シshi
790,紙,,糸,10,2,,paper,"シ、かみshi, kami"
791,脂,,肉,10,S,,fat,"シ、あぶらshi, abura"
792,視,視 [4],見,11,6,,look at,シshi
793,紫,,糸,12,S,,purple,"シ、むらさきshi, murasaki"
794,詞,,言,12,6,,poetry,シshi
795,歯,齒,齒,12,3,,tooth,"シ、はshi, ha"
796,嗣,,口,13,S,,heir,シshi
797,試,,言,13,4,,test,"シ、こころ-みる、ため-すshi, kokoro-miru, tame-su"
798,詩,,言,13,3,,poem,シshi
799,資,,貝,13,5,,resources,シshi
800,飼,,食,13,5,,domesticate,"シ、か-うshi, ka-u"
801,誌,,言,14,6,,document,シshi
802,雌,,隹,14,S,,feminine,"シ、め、めすshi, me, mesu"
803,摯,,手,15,S,2010,seriousness,シshi
